Identification :	anonyme	 Operateur : 	Régis	 Id tablette : 	612374849	 Id Curseur : 	 ??? 
2019-02-20	 11-45-05
Fichier origine : 	C:\Users\utilisateur\Desktop\lettre a ecriture normale
Nb segments :	1
Seg	 Num	 X /100 mm	 Y /100 mm	 Interv ms	 Time ms	 Tip 	P	 Az 	 Al
0	129	14266	10186	7	1013	1	338	107	54
0	130	14334	10235	8	1021	1	332	107	54
0	131	14395	10303	7	1028	1	328	107	55
0	132	14450	10387	8	1036	1	326	107	55
0	133	14493	10488	7	1043	1	325	107	55
0	134	14525	10602	8	1051	1	326	107	55
0	135	14546	10731	7	1058	1	325	107	55
0	136	14555	10872	8	1066	1	327	107	55
0	137	14555	11018	7	1073	1	327	109	55
0	138	14555	11160	8	1081	1	332	109	55
0	139	14553	11288	7	1088	1	334	109	55
0	140	14541	11397	8	1096	1	339	110	54
0	141	14528	11484	7	1103	1	346	110	54
0	142	14517	11549	8	1111	1	362	110	54
0	143	14506	11596	7	1118	1	377	112	54
0	144	14500	11625	8	1126	1	387	112	54
0	145	14496	11641	8	1134	1	396	112	54
0	146	14493	11646	7	1141	1	400	113	54
0	147	14493	11646	8	1149	1	394	113	54
0	148	14493	11640	7	1156	1	390	113	54
0	149	14504	11607	8	1164	1	394	113	54
0	150	14522	11551	7	1171	1	400	113	54
0	151	14541	11471	8	1179	1	403	113	54
0	152	14556	11373	7	1186	1	409	113	54
0	153	14567	11262	8	1194	1	415	113	54
0	154	14577	11144	7	1201	1	426	113	54
0	155	14587	11021	8	1209	1	431	113	54
0	156	14597	10897	7	1216	1	436	113	54
0	157	14608	10770	8	1224	1	438	114	55
0	158	14615	10640	7	1231	1	441	114	55
0	159	14623	10509	8	1239	1	444	112	55
0	160	14633	10375	7	1246	1	444	112	55
0	161	14648	10246	8	1254	1	445	112	55
0	162	14669	10121	7	1261	1	446	111	55
0	163	14692	10000	8	1269	1	447	111	55
0	164	14721	9888	7	1276	1	445	111	55
0	165	14753	9783	8	1284	1	442	110	55
0	166	14791	9690	7	1291	1	439	110	55
0	167	14834	9611	8	1299	1	437	110	55
0	168	14880	9545	7	1306	1	432	110	55
0	169	14930	9495	8	1314	1	427	110	55
0	170	14981	9459	7	1321	1	421	110	55
0	171	15034	9440	8	1329	1	418	108	56
0	172	15091	9435	7	1336	1	412	108	56
0	173	15149	9435	8	1344	1	406	108	56
0	174	15210	9461	7	1351	1	402	108	56
0	175	15271	9506	8	1359	1	400	108	56
0	176	15330	9566	8	1367	1	396	107	55
0	177	15386	9637	7	1374	1	391	107	55
0	178	15436	9716	8	1382	1	388	107	55
0	179	15478	9797	7	1389	1	387	107	55
0	180	15512	9877	8	1397	1	388	107	55
0	181	15540	9959	7	1404	1	388	107	55
0	182	15565	10041	8	1412	1	390	107	55
0	183	15586	10126	7	1419	1	392	107	55
0	184	15608	10214	8	1427	1	393	107	55
0	185	15629	10303	7	1434	1	393	107	55
0	186	15648	10390	8	1442	1	395	107	55
0	187	15666	10472	7	1449	1	397	107	55
0	188	15679	10544	8	1457	1	401	107	55
0	189	15690	10605	7	1464	1	405	109	55
0	190	15699	10652	8	1472	1	412	109	55
0	191	15706	10687	7	1479	1	420	109	55
0	192	15712	10711	8	1487	1	427	109	55
0	193	15714	10725	7	1494	1	436	110	54
0	194	15717	10731	8	1502	1	444	110	54
0	195	15718	10732	7	1509	1	451	110	54
0	196	15718	10732	8	1517	1	458	111	55
0	197	15719	10732	7	1524	1	461	111	55
0	198	15719	10731	8	1532	1	463	111	55
0	199	15719	10722	7	1539	1	466	112	55
0	200	15719	10713	8	1547	1	468	112	54
0	201	15719	10706	7	1554	1	469	112	54
0	202	15719	10700	8	1562	1	472	112	54
0	203	15719	10696	7	1569	1	476	112	54
0	204	15719	10690	8	1577	1	478	112	54
0	205	15719	10682	7	1584	1	479	112	54
0	206	15720	10671	8	1592	1	483	112	54
0	207	15725	10656	8	1600	1	486	112	54
0	208	15732	10642	7	1607	1	487	112	54
0	209	15743	10631	8	1615	1	484	112	55
0	210	15759	10628	7	1622	1	465	112	55
0	211	15782	10628	8	1630	1	359	112	55
0	212	15782	10628	7	1637	0	0	112	55
0	213	15810	10714	8	1645	0	0	112	55
0	214	15810	10784	7	1652	0	0	112	55
0	215	15781	10855	8	1660	0	0	111	55
0	216	15746	10922	7	1667	0	0	111	55
0	217	15720	10984	8	1675	0	0	110	56
0	218	15720	11036	7	1682	0	0	110	58
0	219	15725	11086	8	1690	0	0	109	62
0	220	15725	11086	7	1697	0	0	109	62
