Identification :	anonyme	 Operateur : 	Régis	 Id tablette : 	612374849	 Id Curseur : 	 ??? 
2019-02-20	 11-45-26
Fichier origine : 	C:\Users\utilisateur\Desktop\lettre a ecriture normale
Nb segments :	1
Seg	 Num	 X /100 mm	 Y /100 mm	 Interv ms	 Time ms	 Tip 	P	 Az 	 Al
0	131	15765	10677	7	1006	1	411	116	50
0	132	15826	10874	8	1014	1	407	116	50
0	133	15883	11087	7	1021	1	401	116	50
0	134	15936	11304	8	1029	1	389	117	50
0	135	15989	11517	7	1036	1	378	117	50
0	136	16039	11707	8	1044	1	371	118	51
0	137	16085	11869	7	1051	1	371	119	50
0	138	16124	12000	8	1059	1	372	120	50
0	139	16152	12090	7	1066	1	378	120	50
0	140	16168	12146	8	1074	1	389	122	50
0	141	16176	12175	7	1081	1	405	122	50
0	142	16176	12184	8	1089	1	422	122	50
0	143	16176	12184	7	1096	1	428	123	49
0	144	16169	12151	8	1104	1	428	123	49
0	145	16151	12088	7	1111	1	428	123	49
0	146	16128	11995	8	1119	1	431	124	49
0	147	16104	11877	7	1126	1	440	124	49
0	148	16085	11746	8	1134	1	448	124	49
0	149	16069	11605	7	1141	1	459	124	49
0	150	16060	11457	8	1149	1	467	123	49
0	151	16056	11306	8	1157	1	474	123	49
0	152	16056	11150	7	1164	1	480	123	49
0	153	16056	10994	8	1172	1	486	123	49
0	154	16056	10836	7	1179	1	490	122	50
0	155	16058	10677	8	1187	1	495	122	50
0	156	16065	10517	7	1194	1	497	122	50
0	157	16075	10352	8	1202	1	500	120	50
0	158	16092	10196	7	1209	1	503	120	50
0	159	16116	10048	8	1217	1	503	119	50
0	160	16151	9917	7	1224	1	502	120	51
0	161	16194	9805	8	1232	1	499	120	51
0	162	16248	9710	7	1239	1	498	119	51
0	163	16311	9639	8	1247	1	496	119	51
0	164	16382	9592	7	1254	1	496	117	52
0	165	16464	9574	8	1262	1	500	117	52
0	166	16554	9574	7	1269	1	506	117	52
0	167	16650	9608	8	1277	1	514	117	52
0	168	16752	9672	7	1284	1	526	117	52
0	169	16855	9753	8	1292	1	540	117	52
0	170	16956	9848	7	1299	1	547	117	52
0	171	17058	9949	8	1307	1	553	117	52
0	172	17157	10053	7	1314	1	561	117	52
0	173	17254	10153	8	1322	1	568	117	52
0	174	17349	10248	7	1329	1	570	117	52
0	175	17437	10336	8	1337	1	576	117	52
0	176	17517	10411	7	1344	1	583	118	53
0	177	17582	10475	8	1352	1	588	118	53
0	178	17634	10528	7	1359	1	588	118	53
0	179	17673	10564	8	1367	1	586	118	53
0	180	17698	10589	7	1374	1	572	119	53
0	181	17716	10599	8	1382	1	512	121	53
0	182	17722	10599	8	1390	1	312	121	53
0	183	17722	10599	7	1397	0	0	121	53
0	184	17704	10572	8	1405	0	0	121	53
0	185	17675	10543	7	1412	0	0	121	53
0	186	17645	10509	8	1420	0	0	121	53
0	187	17621	10472	7	1427	0	0	122	54
0	188	17608	10424	8	1435	0	0	121	55
0	189	17608	10376	7	1442	0	0	122	57
0	190	17608	10323	8	1450	0	0	121	59
0	191	17608	10269	7	1457	0	0	121	63
0	192	17608	10211	8	1465	0	0	122	67
0	193	17608	10211	7	1472	0	0	122	67
