Identification :	anonyme	 Operateur : 	Régis	 Id tablette : 	612374849	 Id Curseur : 	 ??? 
2019-02-20	 11-45-48
Fichier origine : 	C:\Users\utilisateur\Desktop\lettre a ecriture normale
Nb segments :	1
Seg	 Num	 X /100 mm	 Y /100 mm	 Interv ms	 Time ms	 Tip 	P	 Az 	 Al
0	44	16261	10567	8	5364	1	491	124	53
0	45	16261	10610	7	5371	1	518	124	53
0	46	16256	10656	8	5379	1	546	124	53
0	47	16245	10700	7	5386	1	572	125	53
0	48	16227	10741	8	5394	1	592	125	53
0	49	16204	10780	7	5401	1	607	125	53
0	50	16177	10816	8	5409	1	616	125	53
0	51	16142	10848	7	5416	1	620	125	53
0	52	16099	10872	8	5424	1	624	125	53
0	53	16042	10886	7	5431	1	626	127	52
0	54	15969	10886	8	5439	1	624	127	52
0	55	15878	10883	8	5447	1	624	127	52
0	56	15770	10843	7	5454	1	624	127	52
0	57	15645	10779	8	5462	1	622	127	52
0	58	15497	10686	7	5469	1	620	127	52
0	59	15334	10564	8	5477	1	620	126	51
0	60	15165	10414	7	5484	1	621	126	51
0	61	15005	10245	8	5492	1	624	126	51
0	62	14868	10062	7	5499	1	628	124	52
0	63	14755	9872	8	5507	1	624	124	52
0	64	14668	9680	7	5514	1	619	124	52
0	65	14600	9490	8	5522	1	617	123	52
0	66	14552	9302	7	5529	1	618	123	52
0	67	14522	9117	8	5537	1	617	122	51
0	68	14510	8935	7	5544	1	620	121	52
0	69	14510	8762	8	5552	1	621	121	52
0	70	14525	8600	7	5559	1	624	120	52
0	71	14568	8456	8	5567	1	620	120	52
0	72	14626	8334	7	5574	1	617	118	53
0	73	14694	8231	8	5582	1	617	118	53
0	74	14771	8153	7	5589	1	613	118	53
0	75	14853	8101	8	5597	1	610	117	53
0	76	14939	8076	7	5604	1	604	117	53
0	77	15025	8076	8	5612	1	600	116	53
0	78	15109	8097	7	5619	1	596	116	53
0	79	15189	8159	8	5627	1	594	116	53
0	80	15266	8250	7	5634	1	588	116	53
0	81	15341	8369	8	5642	1	581	116	53
0	82	15409	8517	7	5649	1	578	116	53
0	83	15467	8685	8	5657	1	577	116	53
0	84	15515	8874	7	5664	1	570	116	53
0	85	15557	9077	8	5672	1	563	116	53
0	86	15596	9295	8	5680	1	558	116	53
0	87	15637	9519	7	5687	1	555	116	53
0	88	15678	9733	8	5695	1	553	117	53
0	89	15719	9928	7	5702	1	554	117	53
0	90	15758	10089	8	5710	1	556	118	53
0	91	15793	10220	7	5717	1	556	118	53
0	92	15823	10322	8	5725	1	555	120	52
0	93	15844	10400	7	5732	1	557	120	52
0	94	15857	10453	8	5740	1	559	121	52
0	95	15864	10481	7	5747	1	562	121	52
0	96	15866	10492	8	5755	1	567	121	52
0	97	15866	10492	7	5762	1	564	122	51
0	98	15866	10471	8	5770	1	559	123	52
0	99	15866	10417	7	5777	1	558	123	52
0	100	15855	10333	8	5785	1	560	123	52
0	101	15845	10226	7	5792	1	563	124	52
0	102	15839	10100	8	5800	1	564	124	52
0	103	15838	9963	7	5807	1	563	124	52
0	104	15838	9818	8	5815	1	561	124	52
0	105	15843	9666	7	5822	1	560	124	52
0	106	15858	9512	8	5830	1	564	123	52
0	107	15874	9357	7	5837	1	567	123	52
0	108	15890	9200	8	5845	1	572	123	52
0	109	15907	9040	7	5852	1	578	123	52
0	110	15925	8872	8	5860	1	583	122	53
0	111	15946	8704	7	5867	1	587	122	53
0	112	15970	8537	8	5875	1	588	122	53
0	113	15997	8375	7	5882	1	588	121	53
0	114	16029	8219	8	5890	1	588	122	54
0	115	16066	8068	7	5897	1	587	122	54
0	116	16108	7930	8	5905	1	586	120	54
0	117	16154	7806	8	5913	1	585	120	54
0	118	16205	7698	7	5920	1	586	120	54
0	119	16256	7608	8	5928	1	584	119	54
0	120	16307	7532	7	5935	1	579	119	54
0	121	16357	7475	8	5943	1	576	119	54
0	122	16406	7437	7	5950	1	573	119	54
0	123	16457	7416	8	5958	1	570	117	55
0	124	16510	7413	7	5965	1	569	117	55
0	125	16565	7413	8	5973	1	569	117	55
0	126	16621	7437	7	5980	1	571	117	55
0	127	16680	7480	8	5988	1	571	117	55
0	128	16738	7534	7	5995	1	572	117	55
0	129	16799	7601	8	6003	1	576	117	55
0	130	16860	7680	7	6010	1	577	117	55
0	131	16919	7771	8	6018	1	578	117	55
0	132	16978	7876	7	6025	1	580	117	55
0	133	17037	7993	8	6033	1	584	117	54
0	134	17092	8119	7	6040	1	586	117	55
0	135	17149	8251	8	6048	1	591	117	55
0	136	17204	8384	7	6055	1	594	117	55
0	137	17259	8516	8	6063	1	599	117	55
0	138	17314	8641	7	6070	1	604	117	55
0	139	17364	8753	8	6078	1	607	118	56
0	140	17408	8849	7	6085	1	614	118	56
0	141	17444	8924	8	6093	1	620	120	55
0	142	17469	8977	7	6100	1	621	120	55
0	143	17484	9010	8	6108	1	621	120	55
0	144	17490	9024	7	6115	1	617	121	55
0	145	17491	9024	8	6123	1	603	121	55
0	146	17491	9014	7	6130	1	553	121	55
0	147	17491	8973	8	6138	1	426	123	55
0	148	17488	8918	7	6145	1	134	124	55
0	149	17488	8918	8	6153	0	0	124	55
0	150	17469	8805	8	6161	0	0	124	55
0	151	17469	8762	7	6168	0	0	124	55
0	152	17469	8727	8	6176	0	0	122	56
0	153	17482	8699	7	6183	0	0	122	57
0	154	17519	8699	8	6191	0	0	123	59
0	155	17573	8661	7	6198	0	0	121	63
0	156	17573	8661	8	6206	0	0	121	63
